,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Sovetskaya Gavan,RU,48.9723,140.2878,3.43,67,72,5.86,broken clouds
334,Aswan,EG,24.0934,32.907,63.7,36,0,3.44,clear sky
335,Sevierville,US,35.8681,-83.5618,46.13,64,0,0.0,clear sky
336,Solton,RU,52.8429,86.4787,-3.89,100,99,3.29,overcast clouds
337,Aleksandrov Gay,RU,50.147,48.5704,19.53,89,100,5.91,overcast clouds
338,Mildura,AU,-34.2,142.15,71.08,88,100,12.53,light rain
339,Itaituba,BR,-4.2761,-55.9836,73.04,99,100,2.37,overcast clouds
340,Giyon,ET,8.5333,37.9833,60.91,57,76,8.86,broken clouds
341,Port Lincoln,AU,-34.7333,135.8667,64.74,78,100,14.94,overcast clouds
342,Tandil,AR,-37.3217,-59.1332,69.69,79,0,9.35,clear sky
343,Tisul,RU,55.7611,88.3122,14.83,75,15,19.55,few clouds
344,Luebo,CD,-5.35,21.4167,68.68,98,100,1.28,light rain
345,Mokhsogollokh,RU,61.4681,128.9203,-45.51,98,98,0.43,overcast clouds
346,Linhares,BR,-19.3911,-40.0722,72.57,97,2,2.08,clear sky
347,Sola,VU,-13.8833,167.55,82.17,76,15,9.86,few clouds
348,Berlevag,NO,70.8578,29.0864,26.55,68,23,9.22,light snow
349,Nueva Gerona,CU,21.8833,-82.8,75.9,74,30,6.4,scattered clouds
350,Apricena,IT,41.7839,15.4437,42.62,79,86,8.79,overcast clouds
351,Mount Gambier,AU,-37.8333,140.7667,69.62,55,74,8.21,broken clouds
352,Mollendo,PE,-17.0231,-72.0147,72.55,86,100,4.63,overcast clouds
353,Gobabis,NA,-22.45,18.9667,72.39,56,94,16.44,overcast clouds
354,Cockburn Town,TC,21.4612,-71.1419,77.22,68,15,23.51,few clouds
355,Kremnica,SK,48.7052,18.9183,19.92,89,26,4.38,scattered clouds
356,Rorvik,NO,64.8621,11.2373,35.71,93,40,6.91,light rain
357,Uba,BR,-21.12,-42.9428,71.85,93,100,4.12,overcast clouds
358,Ta Khmau,KH,11.4833,104.95,73.45,64,40,13.8,scattered clouds
359,Hastings,GB,50.8552,0.5729,41.79,71,99,6.82,overcast clouds
360,Broken Hill,AU,-31.95,141.4333,69.69,66,100,15.79,light rain
361,Codrington,AU,-38.2667,141.9667,65.73,65,75,11.81,broken clouds
362,Talnakh,RU,69.4865,88.3972,-9.78,100,81,4.41,broken clouds
363,Nemuro,JP,43.3236,145.575,22.17,71,100,22.1,overcast clouds
364,Mbanza-Ngungu,CD,-5.25,14.8667,67.12,98,100,4.12,overcast clouds
365,Zhoucheng,CN,35.9122,116.3117,37.8,20,0,3.65,clear sky
366,Fortuna,US,40.5982,-124.1573,48.54,81,100,8.05,overcast clouds
367,Saint-Louis,SN,16.3333,-15.0,65.48,12,46,9.84,scattered clouds
368,Gizo,SB,-8.103,156.8419,84.02,71,58,3.27,light rain
369,Boueni,YT,-12.9025,45.0761,80.58,77,8,5.06,clear sky
370,Tayu,ID,-6.5397,111.0518,81.77,76,100,3.36,overcast clouds
371,Mirnyy,RU,62.5353,113.9611,-40.77,65,92,1.99,overcast clouds
372,Potamia,GR,40.7163,24.7286,41.65,89,100,10.38,overcast clouds
373,Durban,ZA,-29.8579,31.0292,76.12,76,100,8.99,light rain
374,Solin,HR,43.55,16.5,38.52,52,0,8.05,clear sky
375,Maumere,ID,-8.6199,122.2111,84.54,74,61,6.17,broken clouds
376,Bambanglipuro,ID,-7.95,110.2833,77.9,87,100,1.77,overcast clouds
377,Sur,OM,22.5667,59.5289,66.69,70,12,15.46,few clouds
378,Annau,TM,37.8876,58.516,22.5,93,20,6.91,mist
379,Katherine,AU,-14.4667,132.2667,82.72,78,75,0.0,light rain
380,San Carlos De Bariloche,AR,-41.1456,-71.3082,65.95,52,0,5.75,clear sky
381,Almeirim,BR,-1.5233,-52.5817,74.5,84,98,3.38,overcast clouds
382,Fez,MA,34.0372,-4.9998,34.05,93,0,8.05,clear sky
383,Qostanay,KZ,53.1667,63.5833,-3.75,100,56,4.88,broken clouds
384,Komsomolskoye,RU,55.2567,47.5461,8.89,97,95,4.27,overcast clouds
385,San Vicente,AR,-26.6167,-54.1333,76.59,50,87,2.21,overcast clouds
386,Yarada,IN,17.65,83.2667,68.32,100,40,2.3,mist
387,Svirsk,RU,53.0858,103.3325,7.21,96,100,4.18,overcast clouds
388,Bud,US,39.447,-86.1758,49.35,61,98,15.73,overcast clouds
389,Saint-Augustin,CA,51.226,-58.6502,11.89,95,100,3.2,overcast clouds
390,Saldanha,ZA,-33.0117,17.9442,59.05,76,2,16.6,clear sky
391,Acapulco,MX,16.8634,-99.8901,82.22,65,0,4.61,clear sky
392,Lithakia,GR,37.7167,20.8333,45.77,76,100,7.16,overcast clouds
393,Vysokogornyy,RU,50.1167,139.15,-11.58,86,60,5.35,broken clouds
394,Ust-Koksa,RU,50.2696,85.6108,0.16,89,43,1.1,scattered clouds
395,Balkanabat,TM,39.5108,54.3671,36.93,51,100,1.5,overcast clouds
396,Kruisfontein,ZA,-34.0033,24.7314,59.88,79,46,6.76,scattered clouds
397,Port Huron,US,42.9709,-82.4249,28.63,89,100,4.61,snow
398,Wanlaweyn,SO,2.6185,44.8938,70.61,79,45,13.44,scattered clouds
399,Marzuq,YE,14.4,46.4667,55.51,81,5,4.21,clear sky
400,Gamba,GA,-2.65,10.0,73.74,82,63,2.06,broken clouds
401,Bugiri,UG,0.5714,33.7417,63.88,73,0,5.32,clear sky
402,Udachnyy,RU,66.4167,112.4,-43.74,100,68,3.06,broken clouds
403,Porto Empedocle,IT,37.2934,13.5264,45.09,78,12,4.07,few clouds
404,Saint-Georges,GD,12.0564,-61.7485,74.88,83,75,2.3,broken clouds
405,Yegorlykskaya,RU,46.5656,40.6562,34.36,88,100,13.67,overcast clouds
406,Marivan,IR,35.5219,46.176,35.44,95,94,2.95,light rain
407,Vardo,NO,70.3705,31.1107,27.66,81,8,15.48,clear sky
408,San Andres,CO,12.5847,-81.7006,77.02,88,75,9.22,light rain
409,Tsabong,BW,-26.0217,22.401,76.69,26,8,8.95,clear sky
410,Langsa,ID,4.4683,97.9683,76.8,90,99,1.43,overcast clouds
411,Daru,PG,-9.0763,143.2092,87.89,64,100,3.13,overcast clouds
412,Ortigueira,BR,-24.2083,-50.9494,68.63,83,4,1.9,clear sky
413,Tamworth,GB,52.634,-1.6959,41.83,91,96,7.11,overcast clouds
414,Palmerston,AU,-12.486,130.9833,82.89,86,100,7.11,light rain
415,Kolda,SN,12.8833,-14.95,69.67,17,8,2.55,clear sky
416,Blackwater,AU,-23.5833,148.8833,88.93,40,27,10.33,scattered clouds
417,Grand Gaube,MU,-20.0064,57.6608,76.37,90,43,5.7,scattered clouds
418,Kudahuvadhoo,MV,2.6708,72.8944,80.46,76,8,11.72,clear sky
419,Upington,ZA,-28.4478,21.2561,71.98,49,0,8.05,clear sky
420,Wellington,NZ,-41.2866,174.7756,73.06,89,20,9.22,few clouds
421,Saru Dornei,RO,47.2833,25.35,22.39,85,80,0.98,broken clouds
422,Huarmey,PE,-10.0681,-78.1522,71.44,82,100,6.78,overcast clouds
423,Marawi,PH,7.9986,124.2928,70.75,94,100,4.63,light rain
424,Mora,CM,11.0461,14.1401,75.43,18,55,4.36,broken clouds
425,Urzhum,RU,57.1141,49.9996,-2.31,100,100,3.78,overcast clouds
426,Novaya Igirma,RU,57.1334,103.9112,10.58,97,100,3.4,overcast clouds
427,A Coruna,ES,43.3713,-8.396,46.89,76,75,3.0,broken clouds
428,Kushima,JP,31.4583,131.2333,45.7,65,32,7.43,scattered clouds
429,Calgary,CA,51.0501,-114.0853,-0.67,80,40,3.44,scattered clouds
430,Usakos,NA,-22.0,15.6,73.15,53,84,2.91,broken clouds
431,Lavrentiya,RU,65.5833,-171.0,20.39,96,98,2.57,overcast clouds
432,Hailar,CN,49.2,119.7,-6.63,97,95,2.13,overcast clouds
433,Newport,GB,51.5877,-2.9984,41.77,91,100,7.25,overcast clouds
434,Springfield,US,37.2153,-93.2982,48.97,85,100,11.5,overcast clouds
435,West Odessa,US,31.8424,-102.4988,56.82,49,0,8.05,clear sky
436,Clarence Town,AU,-32.5833,151.7833,97.14,30,98,1.25,overcast clouds
437,Aksu,CN,41.1231,80.2644,8.01,92,50,3.71,scattered clouds
438,North Bend,US,43.4065,-124.2243,45.16,96,40,0.0,scattered clouds
439,Meulaboh,ID,4.1363,96.1285,77.92,84,97,3.51,overcast clouds
440,Srednekolymsk,RU,67.45,153.6833,-26.52,99,51,4.88,broken clouds
441,Westport,US,41.1415,-73.3579,47.55,64,0,5.75,clear sky
442,Lincoln,US,40.8,-96.667,11.28,83,100,21.85,overcast clouds
443,Soubre,CI,5.7856,-6.6083,74.3,89,85,3.6,overcast clouds
444,Dunkirk,FR,51.05,2.3667,39.02,41,97,5.79,overcast clouds
445,Diamantino,BR,-14.4086,-56.4461,69.67,97,97,4.27,overcast clouds
446,Aginskoye,RU,51.1,114.53,7.63,85,7,9.24,clear sky
447,Ukiah,US,39.1502,-123.2078,53.49,54,0,0.0,clear sky
448,Morondava,MG,-20.2833,44.2833,81.05,78,85,15.61,light rain
449,Bullhead City,US,35.1478,-114.5683,59.86,30,0,0.0,clear sky
450,Bowen,AU,-20.0167,148.2333,83.75,68,41,14.56,scattered clouds
451,Kinel,RU,53.2333,50.65,-5.46,100,99,1.25,overcast clouds
452,Rio Brilhante,BR,-21.8019,-54.5464,73.42,88,21,3.13,few clouds
453,Luau,AO,-10.7073,22.2247,64.17,95,100,2.71,overcast clouds
454,Vostok,RU,46.4856,135.8833,-8.68,81,6,2.51,clear sky
455,Fuerte Olimpo,PY,-21.0415,-57.8738,80.85,71,46,6.91,scattered clouds
456,Mwinilunga,ZM,-11.7358,24.4293,61.61,94,100,3.56,overcast clouds
457,Yar-Sale,RU,66.8333,70.8333,-10.59,99,84,7.61,broken clouds
458,Mount Isa,AU,-20.7333,139.5,85.77,58,75,8.05,light rain
459,Buzmeyin,TM,38.0507,58.2056,22.73,93,20,6.91,mist
460,Nuuk,GL,64.1835,-51.7216,11.88,72,100,5.99,light snow
461,Zion,US,42.4461,-87.8328,30.2,94,100,11.5,snow
462,Lunca Banului,RO,46.595,28.1683,31.44,76,100,16.93,overcast clouds
463,Baiyin,CN,36.5583,104.2081,23.92,25,87,1.9,overcast clouds
464,Kloulklubed,PW,7.0419,134.2556,79.3,83,100,24.54,overcast clouds
465,Port Keats,AU,-14.25,129.55,86.56,67,100,2.73,moderate rain
466,Boa Viagem,BR,-5.1275,-39.7322,74.21,62,6,2.44,clear sky
467,Saint-Ambroise,CA,48.5501,-71.3324,8.92,61,52,11.5,broken clouds
468,Shingu,JP,33.7333,135.9833,44.83,48,71,12.41,broken clouds
469,Bure,ET,10.7,37.0667,58.86,31,13,5.03,few clouds
470,Sarh,TD,9.1429,18.3923,67.91,68,0,0.0,clear sky
471,Vega De Alatorre,MX,20.0333,-96.6333,71.13,93,37,6.96,scattered clouds
472,Churapcha,RU,62.0025,132.4325,-42.86,98,79,1.01,broken clouds
473,Maunabo,PR,18.0072,-65.8993,74.7,88,14,11.77,few clouds
474,Byron Bay,AU,-28.65,153.6167,86.94,70,48,9.37,scattered clouds
475,Yurino,RU,56.2942,46.3039,18.12,96,100,6.51,overcast clouds
476,Wanxian,CN,30.8039,108.3897,49.78,57,0,0.69,clear sky
477,Callaguip,PH,18.0714,120.4867,73.42,64,100,5.75,overcast clouds
478,Guerrero Negro,MX,27.9769,-114.0611,59.31,60,14,9.69,few clouds
479,Pochutla,MX,15.7432,-96.4661,82.22,70,9,4.76,clear sky
480,Nova Olimpia,BR,-14.7972,-57.2881,70.03,98,48,3.11,scattered clouds
481,Pauini,BR,-7.7136,-66.9764,72.14,99,100,1.52,overcast clouds
482,Marica,BR,-22.9194,-42.8186,76.91,91,100,4.03,overcast clouds
483,Vestmannaeyjar,IS,63.4427,-20.2734,41.18,68,96,26.11,overcast clouds
484,Ndago,TZ,-4.6,34.35,59.09,65,23,4.88,few clouds
485,Arkhipo-Osipovka,RU,44.37,38.52,46.51,89,100,4.07,overcast clouds
486,Kankon,IN,15.0167,74.0167,70.14,61,29,4.92,scattered clouds
487,Bazarnyye Mataki,RU,54.8833,49.9333,6.57,98,93,5.39,overcast clouds
488,Ostrovnoy,RU,68.0531,39.5131,25.79,90,65,21.18,broken clouds
489,Torbat-E Jam,IR,35.244,60.6225,31.95,86,5,1.59,clear sky
490,Arrifes,PT,37.7667,-25.7,53.85,82,40,9.22,light intensity shower rain
491,Prieska,ZA,-29.6641,22.7474,68.0,61,0,19.48,clear sky
492,Pedasi,PA,7.5333,-80.0333,74.07,77,99,27.04,overcast clouds
493,Iberia,US,29.9502,-91.7507,64.47,72,0,14.97,clear sky
494,Mnogovershinnyy,RU,53.9353,139.9242,-6.12,71,23,4.88,few clouds
495,Uray,RU,60.1247,64.7758,10.76,94,93,8.68,overcast clouds
496,Valreas,FR,44.3837,4.9908,33.42,89,8,7.96,clear sky
497,Karratha,AU,-20.7377,116.8463,91.58,34,3,2.8,clear sky
498,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.7,97,95,1.3,overcast clouds
499,Pacific Grove,US,36.6177,-121.9166,55.42,81,75,9.22,broken clouds
500,Okuchi,JP,32.0667,130.6167,36.28,87,92,2.98,overcast clouds
501,Zhigansk,RU,66.7697,123.3711,-42.81,96,97,9.66,overcast clouds
502,Vieques,PR,18.425,-65.8329,73.42,94,100,10.36,overcast clouds
503,Warrnambool,AU,-38.3833,142.4833,60.71,82,100,8.84,overcast clouds
504,Touros,BR,-5.1989,-35.4608,79.11,73,7,13.42,clear sky
505,Ahuimanu,US,21.4447,-157.8378,78.51,81,75,14.97,light rain
506,Hualmay,PE,-11.0964,-77.6139,71.94,81,100,7.29,overcast clouds
507,Necochea,AR,-38.5473,-58.7368,64.36,85,0,11.21,clear sky
508,Pontianak,ID,-0.0333,109.3333,73.38,94,75,16.11,light rain
509,Coyah,GN,9.75,-13.4167,75.43,94,27,2.66,scattered clouds
510,Peniche,PT,39.3558,-9.3811,45.93,83,0,13.06,clear sky
511,Shahr-E Babak,IR,30.1165,55.1186,32.18,51,1,3.56,clear sky
512,Pudozh,RU,61.8099,36.5345,21.52,95,100,10.6,light snow
513,Padang,ID,-0.9492,100.3543,75.25,73,100,4.38,moderate rain
514,Nosivka,UA,50.9315,31.5828,23.9,89,39,6.02,scattered clouds
515,Carlisle,US,40.2015,-77.1889,44.64,60,95,3.31,overcast clouds
516,Atambua,ID,-9.1061,124.8925,82.51,68,94,3.83,overcast clouds
517,Mahibadhoo,MV,3.7833,72.9667,79.84,77,33,9.64,scattered clouds
518,North Platte,US,41.1239,-100.7654,8.49,82,100,19.57,overcast clouds
519,Keflavik,IS,64.0049,-22.5624,36.03,87,75,12.66,broken clouds
520,Ozu,JP,33.5,132.55,42.42,85,98,10.27,overcast clouds
521,Maragogi,BR,-9.0122,-35.2225,80.98,59,96,10.54,overcast clouds
522,Fairbanks,US,64.8378,-147.7164,17.1,88,100,0.0,mist
523,Myrtle Beach,US,33.6891,-78.8867,46.09,76,0,0.0,clear sky
524,Yamada,JP,39.4667,141.95,30.81,36,7,8.5,clear sky
525,Siwana,IN,25.6333,72.4167,58.41,61,97,3.38,overcast clouds
526,Kununurra,AU,-15.7667,128.7333,87.78,70,40,4.61,scattered clouds
527,Solnechnyy,RU,50.7214,136.6319,-12.24,91,54,5.03,broken clouds
528,Namie,JP,37.4833,141.0,35.98,57,69,6.29,broken clouds
529,Grahamstown,ZA,-33.3042,26.5328,58.95,83,100,8.99,light rain
530,Kathu,TH,7.9178,98.3332,80.42,78,100,15.19,overcast clouds
531,Ilhabela,BR,-23.7781,-45.3581,76.33,91,100,4.9,overcast clouds
532,Iwamizawa,JP,43.2003,141.7597,23.07,70,93,8.63,light snow
533,Anqing,CN,30.5092,117.0506,42.64,34,0,7.56,clear sky
534,Sibu,MY,2.3,111.8167,79.11,89,20,2.3,few clouds
535,Krasnoselkup,RU,65.7,82.4667,5.34,97,100,5.88,overcast clouds
536,Liyang,CN,29.7057,118.2862,42.75,30,0,2.53,clear sky
537,Tapes,BR,-30.6733,-51.3958,75.96,87,100,5.48,overcast clouds
538,Klaksvik,FO,62.2266,-6.589,49.12,92,100,32.97,light rain
539,Te Anau,NZ,-45.4167,167.7167,79.05,28,0,3.4,clear sky
540,Rio Tinto,PT,41.1826,-8.5581,44.11,63,0,8.05,clear sky
541,Sozopol,BG,42.4167,27.7,35.94,81,78,9.57,broken clouds
542,Ayr,GB,55.4627,-4.6339,43.32,87,40,16.11,scattered clouds
543,Ucluelet,CA,48.9329,-125.5528,43.11,91,3,10.54,clear sky
544,Hofn,IS,64.2539,-15.2082,36.72,65,56,7.31,broken clouds
545,Quatre Cocos,MU,-20.2078,57.7625,76.08,88,75,4.32,broken clouds
546,Neuquen,AR,-38.9516,-68.0591,84.09,48,0,0.0,clear sky
547,Sinnamary,GF,5.3833,-52.95,74.71,88,80,6.31,broken clouds
548,Kuching,MY,1.55,110.3333,82.26,90,40,1.14,scattered clouds
549,Dicabisagan,PH,17.0818,122.4157,70.61,87,100,9.98,overcast clouds
550,Weligama,LK,5.9667,80.4167,73.4,87,90,4.18,overcast clouds
551,Batagay,RU,67.6333,134.6333,-46.59,97,95,1.5,overcast clouds
552,Waynesboro,US,38.0685,-78.8895,45.79,60,0,3.44,clear sky
553,Tukrah,LY,32.5341,20.5791,53.42,61,5,8.39,clear sky
554,Champasak,LA,14.75,106.0,63.48,55,57,2.59,broken clouds
555,Valparaiso,CL,-33.0393,-71.6273,60.44,88,0,4.61,clear sky
556,Palestine,PS,31.9216,35.2033,50.94,93,0,3.13,clear sky
557,Isoka,ZM,-10.1606,32.6335,62.78,96,100,1.5,moderate rain
558,Along,IN,28.1667,94.7667,60.66,59,2,1.23,clear sky
559,Port-Gentil,GA,-0.7193,8.7815,80.69,73,8,4.74,clear sky
560,Sandnessjoen,NO,66.0217,12.6316,34.65,93,100,5.99,overcast clouds
561,Houma,US,29.5958,-90.7195,64.4,80,0,9.22,clear sky
562,Merzig,DE,49.45,6.6333,31.21,90,25,3.27,scattered clouds
563,Bassano,CA,50.7834,-112.4685,-1.17,81,98,11.83,overcast clouds
564,Vigrestad,NO,58.5667,5.7,42.48,90,100,20.67,overcast clouds
565,Inongo,CD,-1.95,18.2667,73.26,83,100,2.77,overcast clouds
566,Koutiala,ML,12.3917,-5.4642,68.76,12,100,7.94,overcast clouds
567,Hervey Bay,AU,-25.2986,152.8535,81.14,62,0,5.53,clear sky
568,Kaeo,NZ,-35.1,173.7833,79.32,79,94,9.37,overcast clouds
569,Jijiga,ET,9.35,42.8,57.69,85,5,5.3,clear sky
570,Tromso,NO,69.6496,18.957,33.82,80,100,17.27,snow
571,Guaymas,MX,27.9333,-110.9,60.89,46,66,1.99,broken clouds
572,Mayo,US,38.8876,-76.5119,48.15,67,0,5.75,clear sky
573,Buchanan,LR,5.8808,-10.0467,77.92,90,86,5.19,overcast clouds
574,Pangnirtung,CA,66.1451,-65.7125,-37.35,86,18,6.98,few clouds
575,Temple Terrace,US,28.0353,-82.3893,67.28,70,100,8.05,overcast clouds
576,Mtwara,TZ,-10.2667,40.1833,78.03,81,11,9.66,few clouds
577,Jaisalmer,IN,26.9147,70.9181,54.25,21,0,7.31,clear sky
578,Coihueco,CL,-36.6167,-71.8333,68.23,31,0,4.99,clear sky
579,Manicore,BR,-5.8092,-61.3003,72.86,99,100,2.33,moderate rain
580,Likasi,CD,-10.9814,26.7333,62.17,85,100,1.52,overcast clouds
581,Port Macquarie,AU,-31.4333,152.9167,84.88,65,87,14.9,overcast clouds
582,Parana,AR,-31.732,-60.5238,82.56,71,84,12.71,broken clouds
583,Lar,IN,26.2039,83.9717,52.7,70,0,0.94,clear sky
584,Bisira,PA,8.5196,-81.7115,55.02,91,100,11.03,overcast clouds
585,Puerto Cabello,VE,10.4731,-68.0125,74.77,82,51,8.93,broken clouds
586,Woodward,US,36.4337,-99.3904,36.63,88,100,19.57,overcast clouds
587,Longido,TZ,-2.7333,36.6833,61.3,71,5,6.51,clear sky
588,High Rock,BS,26.6208,-78.2833,68.02,72,100,19.39,overcast clouds
589,Togur,RU,58.3631,82.8265,16.92,95,100,9.06,light snow
590,Kishi,NG,9.0833,3.85,79.14,66,79,5.95,broken clouds
591,Bangassou,CF,4.7413,22.8184,71.65,39,81,2.04,broken clouds
592,Polis,CY,35.0367,32.4264,51.28,94,11,7.67,few clouds
593,Capaci,IT,38.1711,13.2393,48.25,77,0,6.91,clear sky
594,Ishigaki,JP,24.3448,124.1572,57.33,62,75,8.05,broken clouds
595,Tigzirt,DZ,36.8886,4.1198,44.19,89,100,3.33,moderate rain
596,Suffolk,US,40.8668,-72.7996,47.26,72,0,4.61,clear sky
597,Los Llanos De Aridane,ES,28.6585,-17.9182,55.15,78,75,12.66,broken clouds
598,Turkistan,KZ,43.0,68.0,15.87,89,5,2.95,clear sky
599,Hasaki,JP,35.7333,140.8333,43.29,37,68,6.96,broken clouds
600,Kampot,KH,10.6167,104.1833,75.25,59,95,15.39,overcast clouds
601,Crotone,IT,39.0851,17.1178,47.19,73,100,20.54,overcast clouds
602,Corowa,AU,-36.0333,146.3833,69.58,91,100,7.63,moderate rain
603,Yicheng,CN,31.3705,119.8703,42.48,31,0,10.49,clear sky
604,Bismarck,US,46.8083,-100.7837,-0.56,74,0,11.5,clear sky
605,Ongandjera,NA,-17.8833,15.0667,72.01,54,60,8.55,broken clouds
606,Alyangula,AU,-13.8483,136.4192,85.15,74,100,12.57,overcast clouds
607,Itatskiy,RU,56.07,89.0369,14.02,78,48,15.39,scattered clouds
608,Honiara,SB,-9.4333,159.95,82.81,78,98,2.95,overcast clouds
609,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.56,93,100,14.97,light snow
610,Masuguru,TZ,-11.3667,38.4167,70.66,95,36,3.13,scattered clouds
611,Seoul,KR,37.5683,126.9778,29.64,50,40,8.05,light snow
612,Mareeba,AU,-17.0,145.4333,86.49,76,48,8.23,scattered clouds
613,Kiruna,SE,67.8557,20.2251,23.92,74,20,11.5,few clouds
614,Tondano,ID,1.3038,124.9112,78.89,64,96,1.9,overcast clouds
615,Mugur-Aksy,RU,50.35,90.5,-0.09,70,81,6.58,broken clouds
616,Portland,US,45.5234,-122.6762,43.68,88,100,16.11,overcast clouds
617,Sharya,RU,58.3686,45.5144,-1.64,100,96,4.99,overcast clouds
618,Bama,NG,11.5221,13.6856,73.62,19,90,4.47,overcast clouds
619,Ilanskiy,RU,56.2358,96.065,22.87,82,100,14.9,overcast clouds
620,Bayan,CN,46.0833,127.4,0.21,77,99,6.55,overcast clouds
621,Aykhal,RU,66.0,111.5,-31.76,100,95,4.12,overcast clouds
622,Sorland,NO,67.667,12.6934,39.06,68,100,19.15,overcast clouds
623,Stornoway,GB,58.2093,-6.3865,46.36,91,100,18.41,overcast clouds
624,Beipiao,CN,41.7919,120.7792,27.21,38,0,17.11,clear sky
625,Kerchevskiy,RU,59.946,56.2884,9.73,91,95,7.38,overcast clouds
626,Yatou,CN,37.15,122.3833,34.7,40,0,14.34,clear sky
627,Dobson,US,36.3957,-80.7226,43.99,65,0,0.0,clear sky
628,Vandalur,IN,12.8928,80.0808,74.98,88,40,4.61,mist
629,Hovd,MN,48.0056,91.6419,-0.67,75,1,2.62,clear sky
630,Okha,RU,53.5739,142.9478,-11.02,89,73,17.36,broken clouds
631,Grafton,US,42.207,-71.6856,40.66,63,0,9.22,clear sky
632,Sorumsand,NO,59.9851,11.2398,33.91,98,100,0.27,snow
633,Kamaishi,JP,39.2667,141.8833,29.75,50,41,12.28,scattered clouds
634,Anchorage,US,61.2181,-149.9003,32.67,84,0,3.44,clear sky
635,Baykit,RU,61.67,96.37,0.03,99,100,1.92,overcast clouds
636,Aviemore,GB,57.1955,-3.8259,42.46,86,100,10.87,overcast clouds
637,Sile,TR,41.1754,29.6133,44.56,59,100,3.0,overcast clouds
638,Podporozhye,RU,60.9112,34.1706,21.15,93,100,10.69,light snow
639,Karpathos,GR,35.507,27.2132,51.76,76,5,3.44,clear sky
640,Hirado,JP,33.3597,129.5531,42.39,59,100,16.13,overcast clouds
641,Kamalganj,IN,27.2667,79.65,51.15,47,0,4.59,clear sky
642,Lukoyanov,RU,55.0277,44.4786,0.34,100,100,5.3,overcast clouds
643,Outlook,CA,51.5001,-107.0513,-0.44,86,100,14.29,overcast clouds
644,Miri,MY,4.4148,114.0089,82.54,83,20,3.44,few clouds
645,Marsa Matruh,EG,31.3525,27.2453,48.4,76,0,2.3,clear sky
646,Saint-Paul,RE,-21.0096,55.2707,78.91,85,100,4.21,overcast clouds
647,Port Shepstone,ZA,-30.7414,30.455,71.82,84,100,23.06,light rain
648,Takoradi,GH,4.8845,-1.7554,79.09,87,96,9.04,overcast clouds
649,Mahabad,IR,36.7631,45.7222,31.57,92,89,8.08,overcast clouds
650,Kungurtug,RU,50.5994,97.5228,-8.07,95,33,1.68,scattered clouds
651,Cap Malheureux,MU,-19.9842,57.6142,76.46,90,45,5.28,scattered clouds
652,Lima,PE,-12.0432,-77.0282,76.89,73,0,9.22,clear sky
653,Sokoni,TZ,-6.4333,39.55,78.66,71,55,13.53,broken clouds
654,Kurkino,RU,53.4257,38.6582,14.29,94,6,4.21,clear sky
655,Bonavista,CA,48.6499,-53.1147,28.92,72,29,16.49,scattered clouds
656,Antofagasta,CL,-23.65,-70.4,67.28,84,39,2.04,scattered clouds
657,Andenes,NO,69.3143,16.1194,35.58,75,100,20.71,light rain
658,Salekhard,RU,66.53,66.6019,-14.48,100,99,2.64,overcast clouds
659,Karasburg,NA,-28.0167,18.75,63.86,56,0,7.65,clear sky
660,Samarinda,ID,-0.5,117.15,79.41,84,92,2.01,overcast clouds
661,Shizukuishi,JP,39.6833,140.9833,25.57,67,28,12.84,scattered clouds
662,Punahana,IN,27.8667,77.2,56.32,38,100,4.61,overcast clouds
663,Svetlyy,RU,54.675,20.1347,33.96,97,100,15.52,light snow
664,Douglas,US,41.3,-96.167,12.02,83,100,20.71,haze
665,Yurimaguas,PE,-5.9,-76.0833,76.77,69,45,1.1,scattered clouds
666,Malakal,SS,9.5334,31.6605,77.45,25,36,4.88,scattered clouds
